BurstID,Date,MJD(topo@1.5GHz),MJD(bary@inf freq.),DM(pc/cc),DM_err(pc/cc),Weff(ms),Weff_err(ms),Flux(mJy),Flux_err(mJy),Bandwidth(MHz),Bandwidth_err(MHz),Lower_Freq.(MHz),Lower_Freq_err(MHz),Center_Freq.(MHz),Center_Freq_err(MHz),Upper_Freq.(MHz),Upper_freq_err(MHz),Tsamp(s),Nchan,Fluence(mJy ms),Fluence_err(mJy ms),Energy(erg),Energy_err(erg),note,bestfit
B07964,20240327,60396.142773527,60396.139669812,529.2,0.1,4.54,0.62,36.19,1.83,230.2,1.7,986.7,115.1,1101.8,0.8,1216.9,115.1,0.000049152,4096,164.12,23.95,1.60649E+37,2.34769E+36,,Gaussian
B07965,20240327,60396.142811381,60396.139707669,531.4,0.2,3.88,0.35,40.38,1.98,479.3,10.9,1092.9,239.7,1332.5,4.8,1572.2,239.7,0.000049152,4096,156.83,16.02,3.19624E+37,3.34492E+36,,Gaussian
B07966,20240327,60396.142836644,60396.139732933,527.2,0.3,1.26,0.17,43.61,2.16,150.8,2.8,1279.7,75.4,1355.1,1.4,1430.5,75.4,0.000049152,4096,54.81,7.78,3.51445E+36,5.02888E+35,,Gaussian
B07967,20240327,60396.143033704,60396.139930005,529.3,0.1,1.5,0.06,144.19,7.29,322.9,8.4,1158.9,3.8,1320.4,4.1,1481.9,7.4,0.000049152,4096,216.95,14.26,2.97875E+37,2.10585E+36,,CDF
B07968,20240327,60396.143035119,60396.139931420,529.6,5.2,2.34,0.16,67.11,3.44,254.8,2.6,1146.1,127.4,1273.5,1.3,1400.9,127.4,0.000049152,4096,156.72,13.2,1.69794E+37,1.44027E+36,,Gaussian
B07969,20240327,60396.143035313,60396.139931614,530.6,0.5,4.06,0.28,84.97,4.36,156.2,17.5,1004.1,2.8,1082.2,8.6,1160.3,17.3,0.000049152,4096,344.75,29.82,2.28975E+37,3.24106E+36,,CDF
B07970,20240327,60396.143154297,60396.140050605,527.5,0.3,1.93,0.15,126.62,6.13,110.6,1.2,979,55.3,1034.3,0.5,1089.6,55.3,0.000049152,4096,244.69,21.86,1.15073E+37,1.03545E+36,,Gaussian
B07971,20240327,60396.143211597,60396.140107909,532.6,0.1,3.57,0.14,82.39,4.14,598.8,13.6,954.5,299.5,1253.9,5.6,1553.3,299.5,0.000049152,4096,293.94,18.93,7.48423E+37,5.1111E+36,,Gaussian
B07972,20240327,60396.143295643,60396.140191960,529.3,0.1,1.75,0.1,98.94,4.89,216.6,1.6,989,108.3,1097.3,0.7,1205.6,108.3,0.000049152,4096,172.75,12.71,1.59102E+37,1.17687E+36,,Gaussian
B07973,20240327,60396.143473225,60396.140369553,528.1,0.1,0.82,0.07,90.1,4.52,173.4,19.7,1037.2,6.4,1123.8,9,1210.5,18.6,0.000049152,4096,74.03,7.46,5.45854E+36,8.28828E+35,,CDF
B07974,20240327,60396.143486043,60396.140382371,529.3,0.1,2.27,0.05,586.83,29.71,268.6,4.5,1003.4,2.3,1137.7,2.1,1272,3.9,0.000049152,4096,1332.32,73.99,1.52166E+38,8.82711E+36,,CDF
B07975,20240327,60396.143486312,60396.140382640,529.7,0.1,5.99,0.07,402.99,20.4,447.3,89.5,1000.4,63.3,1224.1,63.3,1447.7,63.3,0.000049152,4096,2415.21,125.69,4.59365E+38,9.4972E+37,,Manual
B07976,20240327,60396.143486698,60396.140383026,529.7,0.1,2.58,0.07,207.1,10.41,375.1,7.1,1030.6,4.7,1218.1,3.2,1405.7,5.3,0.000049152,4096,534.88,30.45,8.53107E+37,5.11855E+36,,CDF
B07977,20240327,60396.143486912,60396.140383240,529.3,0.1,1.41,0.2,44.24,2.22,138.6,13.3,1064.7,7.1,1134,6.5,1203.2,11.3,0.000049152,4096,62.49,9.44,3.68278E+36,6.59142E+35,,CDF
B07978,20240327,60396.143487112,60396.140383440,530.7,0.2,3.66,0.29,47.18,2.41,332.4,3.3,1036.5,166.2,1202.7,1.6,1368.8,166.2,0.000049152,4096,172.56,16.09,2.43893E+37,2.28651E+36,,Gaussian
B07979,20240327,60396.143487404,60396.140383732,530.7,0.2,4.2,0.21,92.34,4.71,298.8,5.7,1006.5,3.5,1155.9,2.9,1305.3,4.6,0.000049152,4096,387.94,27.87,4.92884E+37,3.66368E+36,,CDF
B07980,20240327,60396.143702366,60396.140598707,529.2,0.1,2.16,0.36,47.3,2.38,109.1,1.9,1395.7,54.5,1450.2,0.9,1504.8,54.5,0.000049152,4096,102.37,17.9,4.74898E+36,8.34407E+35,,Gaussian
B07981,20240327,60396.143702858,60396.140599199,529.2,0.1,3.85,0.07,256.8,12.9,465,4.4,1033.9,4.2,1266.3,2.2,1498.8,1,0.000049152,4096,989.56,52.77,1.95659E+38,1.05975E+37,,CDF
B07982,20240327,60396.143703048,60396.140599389,529.2,0.1,5.68,0.32,58.54,2.94,452.1,90.4,1047.3,63.9,1273.4,63.9,1499.5,63.9,0.000049152,4096,332.78,24.92,6.39733E+37,1.36596E+37,,Manual
B07983,20240327,60396.143725634,60396.140621977,530.1,0.5,2.92,0.33,41.72,2.08,267.8,2.3,977.6,133.9,1111.4,1.1,1245.3,133.9,0.000049152,4096,122,15.17,1.38928E+37,1.73136E+36,,Gaussian
B07984,20240327,60396.143770464,60396.140666809,529.6,0.6,2.4,0.43,27.1,1.36,210,42,1103.9,29.7,1208.9,29.7,1313.9,29.7,0.000049152,4096,65.13,12.11,5.81545E+36,1.58798E+36,,CDF
B07985,20240327,60396.143771163,60396.140667509,531.7,0.4,4.38,0.47,35.98,1.81,271.8,14,1026.4,5.5,1162.3,6.6,1298.2,12.9,0.000049152,4096,157.45,18.61,1.81973E+37,2.34594E+36,,CDF
B07986,20240327,60396.143850589,60396.140746939,530,0.3,1.75,0.22,33.89,1.71,355.1,4.2,1079.9,177.6,1257.5,2.1,1435,177.6,0.000049152,4096,59.19,8.1,8.93799E+36,1.22756E+36,,Gaussian
B07987,20240327,60396.143859401,60396.140755752,531.3,0.4,2.22,0.24,43.67,2.18,249.3,2.9,1080.2,124.7,1204.8,1.4,1329.5,124.7,0.000049152,4096,96.84,11.68,1.02655E+37,1.24381E+36,,Gaussian
B07988,20240327,60396.143978551,60396.140874909,529.5,1.2,3.26,0.58,45.25,2.22,114.8,2.2,996.5,57.4,1053.9,1,1111.4,57.4,0.000049152,4096,147.4,27.24,7.19515E+36,1.3367E+36,,Gaussian
B07989,20240327,60396.143979039,60396.140875397,529.5,1.2,3.86,0.4,78.63,3.92,101.1,1,999.5,50.5,1050.1,0.5,1100.6,50.5,0.000049152,4096,303.82,34.81,1.30611E+37,1.50199E+36,,Gaussian
B07990,20240327,60396.144050097,60396.140946459,530.9,0.2,3.18,0.26,51.63,2.58,331.9,4,1039.8,166,1205.8,2,1371.7,166,0.000049152,4096,164.05,15.68,2.31523E+37,2.22989E+36,,Gaussian
B07991,20240327,60396.144078038,60396.140974402,530.3,0.1,2.15,0.06,236.1,11.61,366.2,6.5,1132.7,6.4,1315.8,3.2,1498.9,0.9,0.000049152,4096,508.11,28.67,7.91187E+37,4.68062E+36,,CDF
B07992,20240327,60396.144561587,60396.141457980,530.1,0.1,4.37,0.17,86.69,4.3,469.1,8.5,1014.1,3.5,1248.7,4.1,1483.2,7.7,0.000049152,4096,378.77,23.67,7.55527E+37,4.91629E+36,,CDF
B07993,20240327,60396.144642418,60396.141538816,531.2,0.8,2.09,0.36,23.54,1.13,304.7,7.7,1153.8,152.4,1306.1,3.8,1458.5,152.4,0.000049152,4096,49.26,8.91,6.38251E+36,1.16513E+36,,Gaussian
B07994,20240327,60396.144682070,60396.141578470,529.4,0.1,4.59,0.14,112.78,5.31,576.6,8.6,997.2,288.3,1285.4,3.6,1573.7,288.3,0.000049152,4096,517.45,29.1,1.26867E+38,7.38055E+36,,Gaussian
B07995,20240327,60396.144838924,60396.141735334,530,0.1,2.67,0.11,98.4,4.81,357.5,2.3,1119.2,178.7,1297.9,1.1,1476.7,178.7,0.000049152,4096,263.07,16.93,3.99899E+37,2.58617E+36,,Gaussian
B07996,20240327,60396.144845237,60396.141741647,529.7,0.1,1.22,0.06,191.89,9.45,331.6,4.6,1252.2,165.8,1418,2.3,1583.8,165.8,0.000049152,4096,234.82,15.92,3.31097E+37,2.29059E+36,,Gaussian
B07997,20240327,60396.144903264,60396.141799678,531.1,0.2,7.34,0.14,212.76,10.25,344.6,10.2,1004.2,2.4,1176.5,5,1348.8,9.9,0.000049152,4096,1560.79,80.93,2.28699E+38,1.36551E+37,,CDF
B07998,20240327,60396.144916279,60396.141812693,528,0.2,1.65,0.17,48.81,2.37,218.8,43.8,1085.4,30.9,1194.8,30.9,1304.1,30.9,0.000049152,4096,80.41,9.37,7.48077E+36,1.73263E+36,,Manual
B07999,20240327,60396.145112724,60396.142009150,528.8,0.1,12.77,0.2,206.03,11.98,498,99.6,1001.4,70.4,1250.4,70.4,1499.5,70.4,0.000049152,4096,2631.76,158.19,5.57288E+38,1.16382E+38,,Manual
B08000,20240327,60396.145113111,60396.142009537,527.9,0.1,2.64,0.09,185.09,10.76,227.5,6.3,1008.6,3.5,1122.4,2.8,1236.1,5.3,0.000049152,4096,489.43,32.76,4.73449E+37,3.42936E+36,,CDF
B08001,20240327,60396.145367195,60396.142263637,530.3,0.1,1.96,0.1,85.52,4.18,437.1,9.4,1091.7,218.6,1310.3,4.3,1528.8,218.6,0.000049152,4096,167.55,11.91,3.11405E+37,2.31261E+36,,Gaussian
B08002,20240327,60396.145367308,60396.142263750,530.3,0.1,2.02,0.08,140.75,6.87,435.9,10.1,1123.2,218,1341.2,4.5,1559.2,218,0.000049152,4096,284.83,17.47,5.27927E+37,3.46203E+36,,Gaussian
B08003,20240327,60396.145514369,60396.142410819,529.5,0.1,2.33,0.06,227.4,11.13,311.8,8.9,1187,8.8,1342.9,4.5,1498.8,1.2,0.000049152,4096,530.61,29.8,7.03491E+37,4.43144E+36,,CDF
B08004,20240327,60396.145564670,60396.142461123,527.2,0.2,1.96,0.15,87.83,4.39,139.6,1.1,990.6,69.8,1060.3,0.6,1130.1,69.8,0.000049152,4096,171.96,15.74,1.02075E+37,9.38012E+35,,Gaussian
B08005,20240327,60396.145605969,60396.142502425,529.5,0.1,3.81,0.12,151.37,7.46,286.4,1.9,992.2,143.2,1135.5,0.9,1278.7,143.2,0.000049152,4096,576.77,33.46,7.0239E+37,4.10115E+36,,Gaussian
B08006,20240327,60396.145606190,60396.142502646,529.5,0.1,4.82,0.08,214.97,10.59,499,99.8,1000.4,70.6,1249.9,70.6,1499.5,70.6,0.000049152,4096,1035.56,54.12,2.19726E+38,4.54207E+37,,Manual
B08007,20240327,60396.145606874,60396.142503330,529.3,0.1,3.05,0.09,238.17,11.83,153.3,8.5,1002,0.9,1078.6,4.2,1155.3,8.5,0.000049152,4096,725.53,41.79,4.72938E+37,3.78096E+36,,CDF
B08008,20240327,60396.145626767,60396.142523224,530.2,0.2,3.49,0.2,67.85,3.34,309.3,19.8,1098.9,8.6,1253.5,9.2,1408.1,17.9,0.000049152,4096,236.94,17.65,3.11613E+37,3.06096E+36,,CDF
B08009,20240327,60396.145730356,60396.142626819,528.1,3.8,1.6,0.2,72.54,3.55,90.2,2,1007.2,45.1,1052.4,1,1097.5,45.1,0.000049152,4096,115.71,15.9,4.43785E+36,6.17839E+35,,Gaussian
B08010,20240327,60396.145820281,60396.142716750,531,0.1,4.06,0.05,512.83,25.12,485.3,8.4,1009,4.3,1251.7,3.6,1494.4,7.3,0.000049152,4096,2080.55,105.72,4.29331E+38,2.30476E+37,,CDF
B08011,20240327,60396.145820576,60396.142717045,528.8,0.1,5.32,0.19,94.58,4.56,533.2,15.1,1062.3,266.7,1328.9,6.6,1595.5,266.7,0.000049152,4096,503.36,30.36,1.14122E+38,7.60496E+36,,Gaussian
B08012,20240327,60396.145857438,60396.142753909,530.6,0.1,2.3,0.23,44.26,2.18,376.2,7.5,1148.3,188.1,1336.4,3.4,1524.5,188.1,0.000049152,4096,101.76,11.42,1.6278E+37,1.85545E+36,,Gaussian
B08013,20240327,60396.145969047,60396.142865525,530.6,0.1,3.82,0.15,90.39,4.36,382.9,11.9,1076,11.2,1267.4,5.9,1458.9,4,0.000049152,4096,345.74,21.63,5.62915E+37,3.93286E+36,,CDF
B08014,20240327,60396.146002466,60396.142898946,528.6,0.2,7.21,0.09,377.03,22.12,339.8,68,1000.4,48.1,1170.3,48.1,1340.3,48.1,0.000049152,4096,2719.25,163.3,3.92895E+38,8.20892E+37,,Manual
B08015,20240327,60396.146057219,60396.142953702,531.3,0.3,4.82,0.26,66.86,3.22,361.3,72.3,1138.1,51.1,1318.8,51.1,1499.5,51.1,0.000049152,4096,322.54,23.5,4.95519E+37,1.05524E+37,,Manual
B08016,20240327,60396.146128309,60396.143024796,528.6,0.1,2.69,0.15,113.49,5.39,192.3,1.9,992,96.1,1088.2,0.8,1184.3,96.1,0.000049152,4096,305.33,21.96,2.49659E+37,1.81254E+36,,Gaussian
B08017,20240327,60396.146173383,60396.143069873,528.1,0.1,9.97,0.24,138.6,6.5,498,99.6,1001.4,70.4,1250.4,70.4,1499.5,70.4,0.000049152,4096,1381.54,72.92,2.92548E+38,6.05126E+37,,Manual
B08018,20240327,60396.146174487,60396.143070977,529.8,0.5,1.96,0.3,37.29,1.81,182.3,3.8,1329.8,91.2,1420.9,1.8,1512.1,91.2,0.000049152,4096,73.28,11.63,5.68001E+36,9.09603E+35,,Gaussian
B08019,20240327,60396.146226365,60396.143122858,528.5,0.1,1.12,0.05,501.09,24,277.4,14.5,1221.5,14.4,1360.2,7.2,1498.9,1,0.000049152,4096,562.86,36.89,6.6391E+37,5.56589E+36,,CDF
B08020,20240327,60396.146247747,60396.143144242,530.4,0.2,3.2,0.44,31.51,1.55,280.1,8.1,1295.6,140.1,1435.7,4.1,1575.7,140.1,0.000049152,4096,100.9,14.71,1.2017E+37,1.78565E+36,,Gaussian
B08021,20240327,60396.146247897,60396.143144392,529.5,0.3,4.42,0.87,17.37,0.86,468.1,5.6,991,234.1,1225.1,2.7,1459.1,234.1,0.000049152,4096,76.76,15.57,1.52779E+37,3.10459E+36,,Gaussian
B08022,20240327,60396.146248652,60396.143145147,530.5,0.3,2.89,0.44,34.23,1.69,244.9,4,974.2,122.5,1096.7,1.7,1219.2,122.5,0.000049152,4096,98.93,15.74,1.03022E+37,1.64738E+36,,Gaussian
B08023,20240327,60396.146318609,60396.143215108,529.9,0.1,2.81,0.1,143.85,7.15,269.6,6.8,1024.6,5.1,1159.3,3.4,1294.1,4.6,0.000049152,4096,403.81,24.4,4.62915E+37,3.0313E+36,,CDF
B08024,20240327,60396.146405954,60396.143302458,528.9,0.1,4.92,0.07,331.83,16.73,405.3,81.1,1094.2,57.3,1296.8,57.3,1499.5,57.3,0.000049152,4096,1633.78,85.79,2.81562E+38,5.82479E+37,,Manual
B08025,20240327,60396.146406096,60396.143302600,528.9,0.1,3.07,0.46,58.16,2.87,117.4,1.6,989,58.7,1047.7,0.7,1106.4,58.7,0.000049152,4096,178.82,28.44,8.9264E+36,1.42498E+36,,Gaussian
B08026,20240327,60396.146478227,60396.143374735,529.5,0.4,2.69,0.37,41.06,2.04,200.3,3.4,1042.1,100.2,1142.3,1.8,1242.4,100.2,0.000049152,4096,110.58,16.03,9.4183E+36,1.37444E+36,,Gaussian
B08027,20240327,60396.146478929,60396.143375437,528.6,0.1,4.48,0.48,71.43,3.53,114.6,1.4,988.3,57.3,1045.7,0.6,1103,57.3,0.000049152,4096,319.72,37.58,1.55796E+37,1.84129E+36,,Gaussian
B08028,20240327,60396.146479085,60396.143375593,528.6,0.1,2.94,0.15,84.73,4.21,389.6,77.9,1000.4,55.1,1195.3,55.1,1390.1,55.1,0.000049152,4096,248.99,17.97,4.12488E+37,8.76817E+36,,Manual
B08029,20240327,60396.146479386,60396.143375894,528.6,0.1,13.78,0.35,171.21,8.51,319.3,63.9,1000.4,45.2,1160.1,45.2,1319.8,45.2,0.000049152,4096,2359.28,131.95,3.20319E+38,6.65601E+37,,Manual
B08030,20240327,60396.146504740,60396.143401250,528.8,1.7,4.11,0.77,29.53,1.48,169.9,3.9,1359,85,1444,1.9,1529,85,0.000049152,4096,121.44,23.65,8.77294E+36,1.72061E+36,,Gaussian
B08031,20240327,60396.146511496,60396.143408006,530.9,1,6.01,0.52,80.79,3.96,128.5,1.1,991,64.2,1055.2,0.5,1119.5,64.2,0.000049152,4096,485.9,48.35,2.65492E+37,2.65143E+36,,Gaussian
B08032,20240327,60396.146596842,60396.143493358,530.5,0.2,2.08,0.21,39,1.93,465.7,8.8,1057.1,232.9,1289.9,4.1,1522.8,232.9,0.000049152,4096,81,8.97,1.60395E+37,1.8022E+36,,Gaussian
B08033,20240327,60396.146597370,60396.143493886,527,1.7,1.76,0.29,35.13,1.73,158.3,9.6,1051.6,5.7,1130.8,4.8,1209.9,7.8,0.000049152,4096,61.82,10.73,4.16118E+36,7.64824E+35,,CDF
B08034,20240327,60396.146657546,60396.143554065,530.5,0.1,5.87,0.08,287.08,13.97,460.9,7,1032.7,4.7,1263.2,3.4,1493.6,5.3,0.000049152,4096,1685.5,85.34,3.30323E+38,1.74611E+37,,CDF
B08035,20240327,60396.146725747,60396.143622270,528.9,0.1,1.15,0.08,95.87,4.87,276.7,1.7,1004.9,138.4,1143.3,0.9,1281.6,138.4,0.000049152,4096,110.22,9.32,1.29681E+37,1.09972E+36,,Gaussian
B08036,20240327,60396.146737711,60396.143634235,529.6,0.2,2.06,0.18,48.17,2.36,308.4,2.2,1024,154.2,1178.2,1.1,1332.4,154.2,0.000049152,4096,99.47,10.03,1.30442E+37,1.31814E+36,,Gaussian
B08037,20240327,60396.146741604,60396.143638128,528.7,0.1,1.35,0.1,86.4,4.33,216.8,1.6,994.2,108.4,1102.6,0.7,1211,108.4,0.000049152,4096,116.94,10.34,1.07804E+37,9.566E+35,,Gaussian
B08038,20240327,60396.146747551,60396.143644076,530.3,0.1,2.26,0.15,62.26,3.1,424.9,9.9,1159.6,212.5,1372.1,4.4,1584.5,212.5,0.000049152,4096,140.81,11.53,2.54404E+37,2.16635E+36,,Gaussian
B08039,20240327,60396.146747659,60396.143644184,530.3,0.1,5.45,0.47,44.57,2.22,367.2,73.4,1132.3,51.9,1315.9,51.9,1499.5,51.9,0.000049152,4096,243.05,24.16,3.7949E+37,8.47178E+36,,Manual
B08040,20240327,60396.146849488,60396.143746019,531.4,0.3,3.06,0.32,43.83,2.2,281.2,56.2,1000.4,39.8,1141.1,39.8,1281.7,39.8,0.000049152,4096,134.23,15.7,1.60497E+37,3.71679E+36,,Manual
B08041,20240327,60396.146884321,60396.143780854,528.4,0.1,2.21,0.05,977.4,49.3,258.9,3.8,1239.9,3.7,1369.3,1.9,1498.8,1.1,0.000049152,4096,2162.59,119.63,2.38073E+38,1.3625E+37,,CDF
B08042,20240327,60396.146959902,60396.143856439,528.9,0.1,3.02,0.08,190.69,9.63,411.6,5.4,1057.8,205.8,1263.6,2.6,1469.4,205.8,0.000049152,4096,574.95,32.5,1.00626E+38,5.83858E+36,,Gaussian
B08043,20240327,60396.147458235,60396.144354802,528.9,0.1,1.51,0.19,73.45,3.58,93.1,0.9,1002.3,46.6,1048.9,0.4,1095.4,46.6,0.000049152,4096,111.22,14.87,4.40297E+36,5.90044E+35,,Gaussian
B08044,20240327,60396.147587714,60396.144484289,528.8,0.1,1.09,0.11,71.56,3.44,214.5,1.9,1058.9,107.2,1166.1,0.9,1273.3,107.2,0.000049152,4096,78.25,8.41,7.13741E+36,7.69824E+35,,Gaussian
B08045,20240327,60396.147587768,60396.144484343,529.1,0.1,1.76,0.17,72.24,3.44,171.1,2.4,977.8,85.6,1063.4,1.1,1148.9,85.6,0.000049152,4096,127.29,13.55,9.26095E+36,9.94601E+35,,Gaussian
B08046,20240327,60396.147697681,60396.144594263,531.7,0.1,2.7,0.14,80.59,4.04,396.9,11.8,1099.4,11.1,1297.9,5.5,1496.3,4,0.000049152,4096,217.36,15.63,3.6683E+37,2.85485E+36,,CDF
B08047,20240327,60396.147735538,60396.144632122,530.1,0.3,1.82,0.17,65.83,3.33,219.1,5.2,1355.9,109.6,1465.4,2.9,1575,109.6,0.000049152,4096,120.1,12.48,1.11889E+37,1.19276E+36,,Gaussian
B08048,20240327,60396.148039659,60396.144936261,527.5,4.5,2.08,0.31,31.44,1.55,264.4,4.7,1234.4,132.2,1366.6,2.2,1498.8,132.2,0.000049152,4096,65.32,10.23,7.34392E+36,1.1572E+36,,Gaussian
B08049,20240327,60396.148201008,60396.145097620,529.4,3.2,2.44,0.28,48.96,2.45,176.9,1.5,998.1,88.5,1086.6,0.7,1175,88.5,0.000049152,4096,119.58,15.16,8.99496E+36,1.1427E+36,,Gaussian
B08050,20240327,60396.148238654,60396.145135268,530.3,0.1,2.68,0.13,127.1,6.47,195.9,7,1005.8,3,1103.8,3.3,1201.7,6.4,0.000049152,4096,340.15,23.66,2.83345E+37,2.21581E+36,,CDF
B08051,20240327,60396.148265952,60396.145162568,530,0.1,3.59,0.05,566.26,29,499,99.8,1000.4,70.6,1249.9,70.6,1499.5,70.6,0.000049152,4096,2034.32,108.63,4.31642E+38,8.93522E+37,,Manual
B08052,20240327,60396.148267204,60396.145163820,530,0.1,2.94,0.08,225.93,11.41,271.6,6.1,1008.1,3.5,1143.9,2.9,1279.6,5,0.000049152,4096,665.04,37.84,7.68036E+37,4.69828E+36,,CDF
B08053,20240327,60396.148494143,60396.145390773,529,0.3,2.79,0.31,37.7,1.78,366.8,6.4,1012.8,183.4,1196.2,3.2,1379.6,183.4,0.000049152,4096,105.32,12.65,1.64258E+37,1.99381E+36,,Gaussian
B08054,20240327,60396.148533132,60396.145429764,530.1,0.4,2.07,0.31,35.73,1.7,250.8,5.6,1262,125.4,1387.4,2.6,1512.8,125.4,0.000049152,4096,74.04,11.61,7.89559E+36,1.25085E+36,,Gaussian
B08055,20240327,60396.148543638,60396.145440271,530.6,0.2,2.53,0.26,35.85,1.81,356,20.4,1044.6,5.5,1222.6,9.9,1400.6,19.7,0.000049152,4096,90.76,10.28,1.3739E+37,1.74428E+36,,CDF
B08056,20240327,60396.148567351,60396.145463985,531.3,0.2,7.04,0.23,111.44,5.42,312.9,2.8,976.1,156.5,1132.5,1.3,1289,156.5,0.000049152,4096,784.14,46.23,1.04329E+38,6.22094E+36,,Gaussian
B08057,20240327,60396.148700656,60396.145597298,527.3,1.6,1.34,0.1,124.58,6.58,88.9,1.1,1411.4,44.4,1455.9,0.6,1500.3,44.4,0.000049152,4096,166.64,14.99,6.29934E+36,5.72018E+35,,Gaussian
B08058,20240327,60396.148702349,60396.145598991,530.4,0.1,3.96,0.1,142.67,7.54,475.6,95.1,1023.9,67.3,1261.7,67.3,1499.5,67.3,0.000049152,4096,564.42,33.12,1.14143E+38,2.37862E+37,,Manual
B08059,20240327,60396.148702516,60396.145599158,530.4,0.1,1.77,0.19,50.83,2.67,199.3,2,1010.5,99.7,1110.2,1,1209.8,99.7,0.000049152,4096,89.88,10.81,7.61702E+36,9.1963E+35,,Gaussian
B08060,20240327,60396.148924368,60396.145821024,529.7,0.3,3.54,0.25,81.33,4.51,171.6,6.8,1013.4,3.3,1099.2,2.9,1185,5.9,0.000049152,4096,288.15,25.62,2.10255E+37,2.0467E+36,,CDF
B08061,20240327,60396.149166692,60396.146063362,527.6,1.9,4.32,0.92,37.86,2.06,105.5,3.3,1432.5,52.8,1485.3,1.9,1538,52.8,0.000049152,4096,163.6,36.02,7.339E+36,1.63225E+36,,Gaussian
B08062,20240327,60396.149186187,60396.146082858,528.2,0.1,5.68,0.18,166.53,9.37,251.2,7.8,1005.2,2.9,1130.8,3.7,1256.4,7.3,0.000049152,4096,946.26,60.85,1.01072E+38,7.21737E+36,,CDF
B08063,20240327,60396.149333188,60396.146229868,528.1,1.5,0.8,0.09,57.28,2.92,276.6,9,1253,138.3,1391.3,4.1,1529.6,138.3,0.000049152,4096,45.58,5.55,5.36112E+36,6.76191E+35,,Gaussian
B08064,20240327,60396.149439265,60396.146335951,528.5,0.1,2.77,0.12,127.99,6.48,252,50.4,1000.4,35.6,1126.4,35.6,1252.4,35.6,0.000049152,4096,355.09,23.38,3.8049E+37,8.01164E+36,,Manual
B08065,20240327,60396.149473812,60396.146370501,528.7,0.2,0.73,0.09,56.91,2.74,234.4,17.3,1210.3,9.7,1327.5,4.4,1444.7,9.7,0.000049152,4096,41.36,5.44,4.12245E+36,6.21737E+35,,Gaussian
B08066,20240327,60396.149606872,60396.146503569,531,0.4,2.64,0.18,67.79,3.27,359.8,5.7,1163.9,179.9,1343.8,2.6,1523.7,179.9,0.000049152,4096,178.76,14.72,2.73491E+37,2.29295E+36,,Gaussian
B08067,20240327,60396.149697319,60396.146594021,530.8,0.1,3.64,0.08,193.75,12.82,598.8,13.2,980.7,299.5,1280.1,5.6,1579.6,299.5,0.000049152,4096,705.59,49.07,1.79654E+38,1.31074E+37,,Gaussian
B08068,20240327,60396.149727901,60396.146624605,528.8,0.1,0.99,0.05,249.66,14.25,250.6,6.3,1246.6,5.7,1371.9,3,1497.2,2.6,0.000049152,4096,248.31,19.41,2.64598E+37,2.17263E+36,,CDF
B08069,20240327,60396.149791660,60396.146688368,531.3,0.2,3.98,0.33,50.76,2.97,256.3,1.8,995.7,128.1,1123.8,0.9,1252,128.1,0.000049152,4096,202.09,20.6,2.20236E+37,2.25057E+36,,Gaussian
B08070,20240327,60396.149855014,60396.146751726,528.5,4.8,3.08,0.37,75.16,3.94,99.3,1.1,987.9,49.7,1037.5,0.5,1087.2,49.7,0.000049152,4096,231.2,30.1,9.76224E+36,1.27564E+36,,Gaussian
B08071,20240327,60396.149899081,60396.146795795,527.6,0.3,2.78,0.36,51.12,2.67,145.7,1.8,1007.5,72.9,1080.4,0.9,1153.2,72.9,0.000049152,4096,142.33,19.8,8.81772E+36,1.23152E+36,,Gaussian
B08072,20240327,60396.149953126,60396.146849843,529.9,0.1,2.56,0.08,156.67,8.01,326.6,8.5,1052.9,6.8,1216.2,3.6,1379.5,5.2,0.000049152,4096,401.42,24.35,5.57469E+37,3.6796E+36,,CDF
B08073,20240327,60396.149953397,60396.146850114,527.1,0.1,1.64,0.18,84.24,4.24,88.8,1.4,1007.8,44.4,1052.2,0.6,1096.6,44.4,0.000049152,4096,138.46,16.59,5.22801E+36,6.3165E+35,,Gaussian
B08074,20240327,60396.149953500,60396.146850217,528.5,0.3,3.49,0.13,181.42,9.14,119.5,0.9,1004.1,59.8,1063.8,0.4,1123.6,59.8,0.000049152,4096,632.74,39.82,3.2151E+37,2.0378E+36,,Gaussian
B08075,20240327,60396.150098553,60396.146995279,532,0.1,2.54,0.11,113.55,5.59,370.3,6.9,1185.5,185.2,1370.6,3,1555.8,185.2,0.000049152,4096,288.68,18.61,4.54547E+37,3.04998E+36,,Gaussian
B08076,20240327,60396.150099263,60396.146995989,528.4,0.1,2.01,0.1,140.51,6.92,150.3,11.9,1013.3,3.1,1088.4,5.6,1163.6,11.5,0.000049152,4096,282.93,20.14,1.80821E+37,1.92528E+36,,CDF
B08077,20240327,60396.150103981,60396.147000707,528.3,4.4,1.79,0.15,105.82,5.59,98,0.9,995.6,49,1044.6,0.5,1093.6,49,0.000049152,4096,188.89,18.38,7.87136E+36,7.69185E+35,,Gaussian
B08078,20240327,60396.150118295,60396.147015022,528,1.7,2.06,0.32,44.99,2.45,158.2,2.7,1338.3,79.1,1417.4,1.3,1496.5,79.1,0.000049152,4096,92.81,15.06,6.24345E+36,1.01851E+36,,Gaussian
B08079,20240327,60396.150157107,60396.147053837,529.8,0.1,2.09,0.12,109.36,5.46,188.8,1.6,1000.6,94.4,1095,0.7,1189.4,94.4,0.000049152,4096,228.98,17.63,1.83825E+37,1.4241E+36,,Gaussian
