BurstID,Date,MJD(topo@1.5GHz),MJD(bary@inf freq.),DM(pc/cc),DM_err(pc/cc),Weff(ms),Weff_err(ms),Flux(mJy),Flux_err(mJy),Bandwidth(MHz),Bandwidth_err(MHz),Lower_Freq.(MHz),Lower_Freq_err(MHz),Center_Freq.(MHz),Center_Freq_err(MHz),Upper_Freq.(MHz),Upper_freq_err(MHz),Tsamp(s),Nchan,Fluence(mJy ms),Fluence_err(mJy ms),Energy(erg),Energy_err(erg),note,bestfit
B08080,20240327,60396.150272592,60396.147169329,529.7,0.4,3.03,0.44,23.82,1.18,446.3,89.3,1027.8,63.1,1250.9,63.1,1474.1,63.1,0.000049152,4096,72.27,11.04,1.37157E+37,3.45252E+36,,Manual
B08081,20240327,60396.150332832,60396.147229572,529.5,0.5,3.51,0.86,33.09,1.62,86.8,1.4,1006.9,43.4,1050.3,0.7,1093.7,43.4,0.000049152,4096,116.26,29.08,4.29089E+36,1.07548E+36,,Gaussian
B08082,20240327,60396.150521781,60396.147418533,529.8,0.2,5.13,0.23,103.53,4.92,274.4,54.9,1225,38.8,1362.2,38.8,1499.5,38.8,0.000049152,4096,530.84,34.37,6.1937E+37,1.30245E+37,,Manual
B08083,20240327,60396.150521978,60396.147418730,529.8,0.2,2.6,0.12,83.74,4.28,405.3,81.1,1094.2,57.3,1296.8,57.3,1499.5,57.3,0.000049152,4096,218.09,15.29,3.75848E+37,7.96881E+36,,Manual
B08084,20240327,60396.150793407,60396.147690175,529.9,2.7,3.04,0.12,90.08,4.6,376.6,11.6,1034,6.8,1222.3,5.1,1410.6,9.4,0.000049152,4096,273.55,17.92,4.38054E+37,3.17088E+36,,CDF
B08085,20240327,60396.150834227,60396.147730997,528.5,0.1,7.31,0.11,354.47,20.57,277.5,4.9,1004.3,2.4,1143.1,2.5,1281.9,4.3,0.000049152,4096,2592.69,155.1,3.05927E+38,1.90819E+37,,CDF
B08086,20240327,60396.150883360,60396.147780133,529.4,0.6,3.19,0.32,68.25,3.38,109.8,0.8,1007.4,54.9,1062.3,0.4,1117.2,54.9,0.000049152,4096,217.78,24.42,1.01675E+37,1.14256E+36,,Gaussian
B08087,20240327,60396.150892781,60396.147789555,529.3,0.2,1.62,0.15,48.81,2.44,360.9,5.6,1153.5,180.5,1333.9,2.5,1514.4,180.5,0.000049152,4096,78.97,8.19,1.21185E+37,1.27012E+36,,Gaussian
B08088,20240327,60396.150945410,60396.147842187,528.7,0.1,2.1,0.21,48.77,2.39,214.8,3.4,1032.4,1.9,1139.8,0.9,1247.2,1.9,0.000049152,4096,102.62,11.3,9.37245E+36,1.04268E+36,,Gaussian
B08089,20240327,60396.150995165,60396.147891945,528.3,0.3,0.86,0.12,48.78,2.5,157.2,27.1,1157.6,26.7,1236.2,13.9,1314.8,4.8,0.000049152,4096,41.71,6.08,2.78822E+36,6.29642E+35,,CDF
B08090,20240327,60396.151212149,60396.148108942,529.1,0.1,1.91,0.1,82.44,4.15,313.7,2.8,1025.8,156.9,1182.7,1.4,1339.6,156.9,0.000049152,4096,157.37,11.7,2.09911E+37,1.57156E+36,,Gaussian
B08091,20240327,60396.151417032,60396.148313837,529.2,0.1,1.92,0.09,107.74,5.47,279.3,1.4,1030.1,139.6,1169.8,0.7,1309.4,139.6,0.000049152,4096,206.49,14.54,2.45228E+37,1.73109E+36,,Gaussian
B08092,20240327,60396.151459462,60396.148356270,531,0.1,1.84,0.07,159.32,8.09,290.2,15.4,1208.5,15.4,1353.6,7.6,1498.7,1.1,0.000049152,4096,292.36,18.45,3.60756E+37,2.97446E+36,,CDF
B08093,20240327,60396.151598517,60396.148495333,529.6,0.1,2.45,0.14,86.7,4.4,311.7,4.5,1175.5,155.9,1331.4,2.1,1487.2,155.9,0.000049152,4096,212.22,15.94,2.81268E+37,2.15076E+36,,Gaussian
B08094,20240327,60396.151930976,60396.148827812,528,0.2,2.01,0.28,32.32,1.64,244.5,8.7,982.6,4.8,1104.8,2,1227.1,4.8,0.000049152,4096,64.88,9.68,6.74551E+36,1.03503E+36,,Gaussian
B08095,20240327,60396.152172653,60396.149069504,530.4,0.3,3.12,0.15,91.77,4.5,315.4,4.9,1205.3,157.7,1363,2.2,1520.7,157.7,0.000049152,4096,286.43,19.85,3.84136E+37,2.72873E+36,,Gaussian
B08096,20240327,60396.152190724,60396.149087576,529.9,4.7,3.08,0.21,52.33,2.62,464.8,93,1034.6,65.7,1267,65.7,1499.5,65.7,0.000049152,4096,161.08,13.44,3.18346E+37,6.90138E+36,,Manual
B08097,20240327,60396.152261986,60396.149158842,528.8,0.2,1.26,0.09,74.47,3.73,339.1,3.2,1136.6,169.6,1306.2,1.5,1475.8,169.6,0.000049152,4096,93.72,8.33,1.35138E+37,1.20727E+36,,Gaussian
B08098,20240327,60396.152277613,60396.149174470,526.8,1.3,2.95,0.6,34.95,1.91,116.3,10.3,1378.2,9.5,1436.4,5.1,1494.5,4.1,0.000049152,4096,103.06,21.85,5.09634E+36,1.17107E+36,,CDF
B08099,20240327,60396.152287768,60396.149184626,529.3,0.1,3.11,0.09,179.87,9.15,338.9,67.8,1000.4,47.9,1169.9,47.9,1339.3,47.9,0.000049152,4096,559.49,32.5,8.06245E+37,1.67957E+37,,Manual
B08100,20240327,60396.152323651,60396.149220511,527.8,0.7,2.79,0.5,20.24,1.05,249,3.4,1098.1,124.5,1222.6,1.7,1347.1,124.5,0.000049152,4096,56.4,10.46,5.9713E+36,1.10999E+36,,Gaussian
B08101,20240327,60396.152429897,60396.149326763,528.5,2.8,4.39,0.59,30.11,1.51,272.2,2,1016.3,136.1,1152.3,1,1288.4,136.1,0.000049152,4096,132.04,18.88,1.5283E+37,2.18836E+36,,Gaussian
B08102,20240327,60396.152430882,60396.149327748,531.1,1.2,1.66,0.21,62.54,3.16,108.2,2.5,1392.8,54.1,1446.9,1.2,1501,54.1,0.000049152,4096,104.11,13.98,4.78977E+36,6.52518E+35,,Gaussian
B08103,20240327,60396.152431093,60396.149327959,530.1,0.1,3.37,0.16,87.42,4.42,355.5,71.1,1000.4,50.3,1178.2,50.3,1355.9,50.3,0.000049152,4096,294.88,20.42,4.45755E+37,9.43415E+36,,Manual
B08104,20240327,60396.152457950,60396.149354818,530.5,0.6,2.81,0.44,28.01,1.39,355.1,4.8,1003.6,177.6,1181.2,2.4,1358.7,177.6,0.000049152,4096,78.84,12.88,1.19049E+37,1.95157E+36,,Gaussian
B08105,20240327,60396.152632727,60396.149529606,529.9,0.6,2.44,0.32,57.67,2.98,130.7,1.7,993.3,65.3,1058.6,0.8,1123.9,65.3,0.000049152,4096,140.52,19.85,7.80959E+36,1.1081E+36,,Gaussian
B08106,20240327,60396.152689173,60396.149586055,528.7,0.2,2.41,0.1,173.46,8.7,138.8,4.1,1002,1,1071.3,2.1,1140.7,4,0.000049152,4096,418.4,27.22,2.46937E+37,1.76443E+36,,CDF
B08107,20240327,60396.152898342,60396.149795236,531.1,0.1,2.73,0.16,75.9,3.78,359.9,2.9,990.6,180,1170.6,1.4,1350.6,180,0.000049152,4096,207.15,16.09,3.17015E+37,2.47591E+36,,Gaussian
B08108,20240327,60396.153048405,60396.149945309,529.3,0.2,1.77,0.05,576.45,33,467.8,93.6,1031.7,66.2,1265.6,66.2,1499.5,66.2,0.000049152,4096,1022.42,65.38,2.03374E+38,4.27196E+37,,Manual
B08109,20240327,60396.153151087,60396.150047997,529.1,0.1,2.89,0.1,143.04,7.02,335,67,1000.4,47.4,1167.9,47.4,1335.4,47.4,0.000049152,4096,412.98,24.56,5.88276E+37,1.22748E+37,,Manual
B08110,20240327,60396.153232796,60396.150129711,528.6,0.4,1.73,0.27,38.33,1.88,177.2,3,994.7,88.6,1083.3,1.4,1171.9,88.6,0.000049152,4096,66.27,10.8,4.99295E+36,8.18312E+35,,Gaussian
B08111,20240327,60396.153332268,60396.150229189,531.2,0.1,4.23,0.24,71.05,3.61,453.2,4.8,1040.3,226.6,1266.9,2.3,1493.5,226.6,0.000049152,4096,300.47,22.76,5.7902E+37,4.42781E+36,,Gaussian
B08112,20240327,60396.153446946,60396.150343873,529.2,0.2,1.43,0.05,358.53,17.74,289.9,16.9,1208.7,16.9,1353.6,8.5,1498.6,1.2,0.000049152,4096,514.25,31.69,6.33906E+37,5.37706E+36,,CDF
B08113,20240327,60396.153460622,60396.150357550,528.2,3.5,2.1,0.16,79.26,3.9,177.3,1.6,992.6,88.7,1081.2,0.7,1169.9,88.7,0.000049152,4096,166.33,15.11,1.25399E+37,1.14501E+36,,Gaussian
B08114,20240327,60396.153480347,60396.150377276,531.1,0.1,3.89,0.08,235.81,11.29,499,99.8,1000.4,70.6,1249.9,70.6,1499.5,70.6,0.000049152,4096,918.15,47.53,1.94814E+38,4.02467E+37,,Manual
B08115,20240327,60396.153480493,60396.150377422,531.1,0.1,3.12,0.34,32.96,1.58,598.8,13.1,893.9,299.5,1193.4,5.5,1492.8,299.5,0.000049152,4096,102.74,12.14,2.61603E+37,3.1437E+36,,Gaussian
B08116,20240327,60396.153480702,60396.150377632,528.5,3.3,2.87,0.48,29.98,1.44,186.5,37.3,1312.9,26.4,1406.2,26.4,1499.5,26.4,0.000049152,4096,85.99,15.06,6.81879E+36,1.81256E+36,,Manual
B08117,20240327,60396.153480975,60396.150377905,530.9,0.1,2.28,0.09,117.89,5.64,336.3,8,1260.2,168.2,1428.4,3.9,1596.5,168.2,0.000049152,4096,268.76,16.95,3.84328E+37,2.59082E+36,,Gaussian
B08118,20240327,60396.153481133,60396.150378063,530.9,0.1,2.53,0.21,52.26,2.5,368.1,2.5,1003.6,184.1,1187.6,1.2,1371.7,184.1,0.000049152,4096,132.38,12.47,2.07207E+37,1.9563E+36,,Gaussian
B08119,20240327,60396.153481747,60396.150378677,530.2,0.6,5.23,0.31,112.01,5.36,175.8,10.2,1004.1,2.8,1092,4.9,1179.9,9.8,0.000049152,4096,585.81,44.8,4.37908E+37,4.20349E+36,,CDF
B08120,20240327,60396.153558313,60396.150455247,530.3,0.1,1.88,0.11,86.76,4.3,328.6,23.9,1150.9,23.1,1315.2,11.8,1479.5,6,0.000049152,4096,163.27,12.37,2.28134E+37,2.39596E+36,,CDF
B08121,20240327,60396.153650724,60396.150547664,527.9,1.5,1.67,0.21,72.51,3.57,95.9,1.6,1004.9,48,1052.8,0.7,1100.8,48,0.000049152,4096,121.39,16.67,4.94996E+36,6.84655E+35,,Gaussian
B08122,20240327,60396.153742395,60396.150639340,529.2,0.1,1.64,0.07,136.53,6.66,344.5,10.5,1255.7,172.3,1428,5.3,1600.3,172.3,0.000049152,4096,224.5,14.77,3.28855E+37,2.38448E+36,,Gaussian
B08123,20240327,60396.153742606,60396.150639551,526.9,3.4,6.49,0.34,70.08,3.45,330.1,8.7,1023.9,4.9,1189,3.7,1354.1,7.2,0.000049152,4096,454.77,32.77,6.38322E+37,4.89708E+36,,CDF
B08124,20240327,60396.154077962,60396.150974927,528.9,0.1,1.7,0.06,206.97,10.26,275.4,8.7,1223.3,8.7,1361,4.3,1498.7,1.1,0.000049152,4096,352.83,21.79,4.1317E+37,2.86574E+36,,CDF
B08125,20240327,60396.154114517,60396.151011485,530,0.1,2.61,0.07,235.42,11.45,246.7,7.6,1004.1,2.6,1127.5,3.7,1250.9,7.2,0.000049152,4096,615.24,34.48,6.45381E+37,4.12781E+36,,CDF
B08126,20240330,60398.982870754,60398.979944267,530.8,0.2,3.47,0.3,52.9,4.14,325.5,49.1,1065.4,18.6,1228.1,23.4,1390.9,45.5,0.000049152,4096,183.61,21.3,2.54127E+37,4.83588E+36,,CDF
B08127,20240330,60398.982871418,60398.979944931,528.8,0.2,1.03,0.15,56.4,4.37,221.5,4.6,1045.1,2.6,1155.9,1.2,1266.6,2.6,0.000049152,4096,58.1,9.58,5.47217E+36,9.09434E+35,,Gaussian
B08128,20240330,60398.982917907,60398.979991423,530.1,0.1,2.25,0.11,111.85,8.44,252.1,20.7,1076.4,19,1202.5,9.8,1328.5,8,0.000049152,4096,251.6,22.84,2.69708E+37,3.30094E+36,,CDF
B08129,20240330,60398.983121365,60398.980194894,530.5,0.2,3.97,0.42,47.32,3.72,426.6,8.4,1051.1,4.7,1264.4,2.1,1477.7,4.7,0.000049152,4096,187.84,24.81,3.4074E+37,4.54958E+36,,Gaussian
B08130,20240330,60398.983372797,60398.980446342,529.9,0.1,2.14,0.21,62.04,4.93,244.2,3.5,1014,2,1136.1,0.9,1258.2,2,0.000049152,4096,132.57,16.95,1.37657E+37,1.77149E+36,,Gaussian
B08131,20240330,60398.983680871,60398.980754436,531.4,0.1,2.19,0.07,169.39,12.81,598.8,28.3,957.1,15.3,1256.5,5.8,1555.9,15.3,0.000049152,4096,371.19,30.81,9.45121E+37,9.02677E+36,,Gaussian
B08132,20240330,60398.983729099,60398.980802667,529.9,0.1,2.13,0.39,36.95,2.74,242.6,10.5,965.9,5.7,1087.1,2.3,1208.4,5.7,0.000049152,4096,78.89,15.52,8.1382E+36,1.63889E+36,,Gaussian
B08133,20240330,60398.983871484,60398.980945062,529.6,0.4,2.44,0.35,34.37,2.76,390.9,12.6,1110.2,7,1305.7,3,1501.1,7,0.000049152,4096,83.75,13.92,1.39197E+37,2.35641E+36,,Gaussian
B08134,20240330,60398.983917661,60398.980991242,530.1,0.1,2.34,0.08,171.43,13.27,366.2,19,1087.9,15.9,1271,8.7,1454.1,10.5,0.000049152,4096,400.34,33.65,6.23376E+37,6.15724E+36,,CDF
B08135,20240330,60398.983917808,60398.980991389,529.9,0.1,5.18,0.49,61.05,4.72,271.9,5.5,1231.8,3,1367.7,1.3,1503.6,3,0.000049152,4096,316.2,38.71,3.6558E+37,4.53578E+36,,Gaussian
B08136,20240330,60398.983918454,60398.980992035,529.5,1.1,3.95,0.64,30.99,2.5,377.4,22,1198.2,12,1386.9,4.8,1575.6,12,0.000049152,4096,122.35,22.09,1.96338E+37,3.72531E+36,,Gaussian
B08137,20240330,60398.983918711,60398.980992292,529.6,0.1,3.14,0.3,49.8,4.01,270.3,4.5,996.6,2.5,1131.7,1.1,1266.9,2.5,0.000049152,4096,156.33,19.53,1.79673E+37,2.26484E+36,,Gaussian
B08138,20240330,60398.983918864,60398.980992445,529.8,0.1,4.56,0.65,37.39,3.01,334.9,9.2,952.5,5.1,1119.9,2.2,1287.4,5.1,0.000049152,4096,170.61,28.05,2.42952E+37,4.04997E+36,,Gaussian
B08139,20240330,60398.984005466,60398.981079052,529.8,0.2,1.43,0.21,47.87,3.77,268.4,8.1,1214.4,4.5,1348.6,2,1482.8,4.5,0.000049152,4096,68.38,11.42,7.80386E+36,1.3249E+36,,Gaussian
B08140,20240330,60398.984064206,60398.981137796,529.9,0.1,1.54,0.18,59.47,4.76,204.2,6.2,1211.5,3.5,1313.6,1.5,1415.7,3.5,0.000049152,4096,91.76,12.99,7.96717E+36,1.15396E+36,,Gaussian
B08141,20240330,60398.984064334,60398.981137924,528.5,0.1,2.4,0.15,88.18,6.97,367.3,6.8,999.3,3.8,1182.9,1.6,1366.5,3.8,0.000049152,4096,211.75,21.18,3.30718E+37,3.36334E+36,,Gaussian
B08142,20240330,60398.984064557,60398.981138147,528,0.1,2.48,0.07,316.04,24.84,255.8,9.1,1002.9,1.7,1130.8,4.5,1258.7,8.9,0.000049152,4096,782.96,65.45,8.51621E+37,7.73629E+36,,CDF
B08143,20240330,60398.984064772,60398.981138362,528,0.1,5.31,0.56,64.93,5.14,210.2,4.6,986.1,2.5,1091.2,1,1196.3,2.5,0.000049152,4096,345.07,45.35,3.08422E+37,4.10913E+36,,Gaussian
B08144,20240330,60398.984447333,60398.981520948,531.6,0.5,3.91,0.55,37.79,2.9,365.2,11.3,1117.8,6.3,1300.4,2.8,1483,6.3,0.000049152,4096,147.79,23.53,2.29497E+37,3.72296E+36,,Gaussian
B08145,20240330,60398.984499285,60398.981572903,529.5,1,1.71,0.23,48.09,3.72,257.5,5.8,1025.2,3.3,1153.9,1.5,1282.6,3.3,0.000049152,4096,82.36,12.6,9.01726E+36,1.39471E+36,,Gaussian
B08146,20240330,60398.984499629,60398.981573247,531.7,0.1,2.95,0.13,110.03,8.51,429.7,6.9,974.4,3.8,1189.3,1.6,1404.1,3.8,0.000049152,4096,324.95,28.95,5.93727E+37,5.37522E+36,,Gaussian
B08147,20240330,60398.984536872,60398.981610493,528.7,0.3,1.78,0.17,92.75,7.34,156.1,2.4,1005.4,1.3,1083.5,0.6,1161.5,1.3,0.000049152,4096,165.36,20.5,1.09758E+37,1.37101E+36,,Gaussian
B08148,20240330,60398.984693334,60398.981766965,524.6,0.9,2.88,0.49,42.26,3.31,186.6,5.6,1323.6,3.1,1416.9,1.3,1510.2,3.1,0.000049152,4096,121.56,22.93,9.64515E+36,1.84257E+36,,Gaussian
B08149,20240330,60398.984756945,60398.981830580,533.2,0.2,2.6,0.1,121.31,9.63,374.3,66.2,1124.6,66.2,1311.8,33,1498.9,0.8,0.000049152,4096,314.84,27.89,5.01084E+37,9.91209E+36,,CDF
B08150,20240330,60398.984796819,60398.981870457,529.2,0.3,4.06,0.46,75.82,5.86,123.3,1.8,1004.5,1,1066.2,0.4,1127.8,1,0.000049152,4096,307.89,42.27,1.6142E+37,2.22864E+36,,Gaussian
B08151,20240330,60398.984808795,60398.981882433,529.9,0.1,4.67,0.26,126.07,10.19,226,4.4,990.3,2.4,1103.3,1,1216.4,2.4,0.000049152,4096,588.18,57.76,5.65225E+37,5.65895E+36,,Gaussian
B08152,20240330,60398.984962312,60398.982035960,531.2,0.3,3.36,0.49,38.21,3.05,239.5,6.2,1180.9,3.5,1300.7,1.5,1420.4,3.5,0.000049152,4096,128.57,21.25,1.30933E+37,2.19059E+36,,Gaussian
B08153,20240330,60398.985077095,60398.982150751,527,2.1,4.07,1,40.91,3.27,111.3,4.5,989.4,2.4,1045.1,1,1100.8,2.4,0.000049152,4096,166.66,43.2,7.88739E+36,2.06936E+36,,Gaussian
B08154,20240330,60398.985110730,60398.982184388,529.7,0.2,1.87,0.17,58.51,4.67,276.5,7.4,1177.6,4.1,1315.9,1.8,1454.1,4.1,0.000049152,4096,109.37,13.18,1.28582E+37,1.58731E+36,,Gaussian
B08155,20240330,60398.985128785,60398.982202444,530.9,0.1,2.49,0.23,57.35,4.58,367.2,9.9,985.7,5.4,1169.3,2.3,1352.9,5.4,0.000049152,4096,142.76,17.52,2.22896E+37,2.80143E+36,,Gaussian
B08156,20240330,60398.985400630,60398.982474307,528.8,0.4,4.5,0.56,56.45,4.44,129.4,1.9,1017.2,1,1081.9,0.5,1146.6,1,0.000049152,4096,254.09,37.62,1.39806E+37,2.08011E+36,,Gaussian
B08157,20240330,60398.985438102,60398.982511781,529.3,0.2,4.8,0.88,23.47,1.84,493.2,98.6,1000.4,69.7,1247,69.7,1493.6,69.7,0.000049152,4096,112.74,22.38,2.36428E+37,6.66053E+36,,Manual
B08158,20240330,60398.985467211,60398.982540892,529.9,0.7,4.06,0.73,25.55,2.01,325.1,15.3,1227.2,8.4,1389.8,3.4,1552.3,8.4,0.000049152,4096,103.8,20.35,1.43492E+37,2.89305E+36,,Gaussian
B08159,20240330,60398.985480167,60398.982553849,530.1,0.1,5.36,0.31,76.87,6.04,473.8,11,1039.3,6.1,1276.2,2.6,1513.1,6.1,0.000049152,4096,411.79,40.25,8.29608E+37,8.33521E+36,,Gaussian
B08160,20240330,60398.985876614,60398.982950322,529.2,0.3,1.94,0.3,50.16,3.99,189.3,13,999.2,7.1,1093.8,2.9,1188.5,7.1,0.000049152,4096,97.44,16.9,7.8432E+36,1.46344E+36,,Gaussian
B08161,20240330,60398.985922208,60398.982995919,528.8,0.3,1.92,0.2,60.67,4.77,283.6,10,1235.1,5.5,1376.9,2.3,1518.7,5.5,0.000049152,4096,116.47,15.03,1.40447E+37,1.87844E+36,,Gaussian
B08162,20240330,60398.985954408,60398.983028121,530.7,0.3,2.1,0.36,36.68,2.84,173.7,7.8,1316.2,4.3,1403.1,1.9,1490,4.3,0.000049152,4096,77.12,14.52,5.69579E+36,1.10269E+36,,Gaussian
B08163,20240330,60398.986033049,60398.983106767,531.6,0.6,5.01,0.23,112.19,8.81,302.3,6.6,1246.2,3.6,1397.4,1.5,1548.6,3.6,0.000049152,4096,562.39,51.38,7.229E+37,6.79101E+36,,Gaussian
B08164,20240330,60398.986068611,60398.983142331,531.1,0.2,3.1,0.32,67.73,5.27,190.2,4.8,987.4,2.6,1082.5,1.1,1177.6,2.6,0.000049152,4096,210.19,27.12,1.69991E+37,2.23455E+36,,Gaussian
B08165,20240330,60398.986089650,60398.983163371,528.9,0.9,0.88,0.14,51.99,4.1,179.3,20.3,1273.1,11.3,1362.8,5,1452.4,11.3,0.000049152,4096,45.81,8.23,3.49268E+36,7.4143E+35,,Gaussian
B08166,20240330,60398.986172990,60398.983246717,530.8,0.5,1.9,0.29,42.72,3.36,243.8,8.6,1197,4.8,1318.8,2.1,1440.7,4.8,0.000049152,4096,81.38,13.99,8.43662E+36,1.48097E+36,,Gaussian
B08167,20240330,60398.986202412,60398.983276141,529.9,0.7,1.55,0.29,35.33,2.77,236.7,8.6,1175.6,4.8,1293.9,2.1,1412.3,4.8,0.000049152,4096,54.59,11,5.49435E+36,1.12484E+36,,Gaussian
B08168,20240330,60398.986319852,60398.983393588,531.9,0.1,3.04,0.16,83.97,6.48,546,15.5,978.1,8.4,1251.1,3.4,1524.2,8.4,0.000049152,4096,255.03,23.72,5.92094E+37,5.75832E+36,,Gaussian
B08169,20240330,60398.986320101,60398.983393837,532.1,0.1,3.14,0.54,32.41,2.5,198.9,10.3,1032.9,7.6,1132.4,4.8,1231.9,7,0.000049152,4096,101.68,19.06,8.59916E+36,1.67258E+36,,CDF
B08170,20240330,60398.986348257,60398.983421995,529.8,0.1,1.42,0.1,94.17,7.43,375.2,8.3,982.7,4.6,1170.3,1.9,1357.9,4.6,0.000049152,4096,133.57,13.98,2.13099E+37,2.27939E+36,,Gaussian
B08171,20240330,60398.986627022,60398.983700778,528.5,0.1,1.76,0.13,83.84,6.55,229,5.1,1016.4,2.9,1130.9,1.3,1245.4,2.9,0.000049152,4096,147.14,15.84,1.43279E+37,1.57482E+36,,Gaussian
B08172,20240330,60398.986627200,60398.983700956,527.6,0.1,4.82,0.42,46.62,3.64,440.1,12.3,1024.8,6.9,1244.9,3,1464.9,6.9,0.000049152,4096,224.62,26.45,4.20352E+37,5.08637E+36,,Gaussian
B08173,20240330,60398.986628414,60398.983702170,532.3,1,5.89,1.25,30.25,2.37,184.7,5.3,989.2,2.9,1081.6,1.2,1173.9,2.9,0.000049152,4096,178.28,40.34,1.40017E+37,3.19369E+36,,Gaussian
B08174,20240330,60398.986628966,60398.983702722,527.5,1.5,2.86,0.7,32.83,2.57,137.1,7.4,1203.8,4.1,1272.4,1.8,1340.9,4.1,0.000049152,4096,93.92,24.02,5.47535E+36,1.43094E+36,,Gaussian
B08175,20240330,60398.986774375,60398.983848141,531.1,0.1,2.73,0.19,92.97,7.3,303.5,5.1,1134.6,2.8,1286.4,1.3,1438.2,2.8,0.000049152,4096,253.96,26.36,3.27741E+37,3.44659E+36,,Gaussian
B08176,20240330,60398.986774530,60398.983848296,529.9,0.1,3.35,0.14,104.11,8.18,405.5,8.8,1029.5,5,1232.2,4.1,1434.9,7.2,0.000049152,4096,348.53,30.89,6.00946E+37,5.48319E+36,,CDF
B08177,20240330,60398.986775064,60398.983848830,530.1,0.2,1.26,0.15,103.53,8.13,100.8,3.6,1400.3,2,1450.7,0.9,1501,2,0.000049152,4096,130.08,18.96,5.57556E+36,8.36577E+35,,Gaussian
B08178,20240330,60398.986775126,60398.983848892,530.2,0.2,2.36,0.23,63.24,4.97,283.1,3.9,1086.6,2.2,1228.1,1,1369.7,2.2,0.000049152,4096,149.27,18.49,1.79682E+37,2.23928E+36,,Gaussian
B08179,20240330,60398.986775436,60398.983849202,527.8,1.9,1.9,0.23,63.11,4.96,128.7,3.1,1010.7,1.7,1075.1,0.8,1139.4,1.7,0.000049152,4096,120.1,17.52,6.57218E+36,9.71861E+35,,Gaussian
B08180,20240330,60398.986972379,60398.984046158,527.7,0.9,2.87,0.45,47.99,3.76,112.5,2.9,1008.5,1.6,1064.8,0.7,1121,1.6,0.000049152,4096,137.71,24.09,6.58735E+36,1.16492E+36,,Gaussian
B08181,20240330,60398.986973049,60398.984046828,532.3,0.2,3.4,0.17,99.81,7.83,376.1,6.6,1025,3.6,1213.1,1.6,1401.1,3.6,0.000049152,4096,339.31,31.73,5.42624E+37,5.16282E+36,,Gaussian
B08182,20240330,60398.987097177,60398.984170964,529.5,0.1,2.93,0.11,162.24,12.39,239.8,6.7,1016.3,3.5,1136.3,3.3,1256.2,5.8,0.000049152,4096,475.2,40.78,4.84543E+37,4.37294E+36,,CDF
B08183,20240330,60398.987097286,60398.984171073,529.5,0.1,2.63,0.16,122.56,9.36,205.3,3.1,991.9,1.7,1094.6,0.7,1197.3,1.7,0.000049152,4096,322.26,31.41,2.81317E+37,2.77487E+36,,Gaussian
B08184,20240330,60398.987118696,60398.984192484,530.6,0.1,4.22,0.33,63.23,4.92,402.1,6.3,999,3.5,1200.1,1.5,1401.1,3.5,0.000049152,4096,266.67,29.25,4.55939E+37,5.05244E+36,,Gaussian
B08185,20240330,60398.987119172,60398.984192960,531.5,0.1,2.69,0.14,81.43,6.33,410.7,14.5,1054.5,11.9,1259.9,6.8,1465.2,8.3,0.000049152,4096,219.31,20.72,3.82983E+37,3.86229E+36,,CDF
B08186,20240330,60398.987359864,60398.984433668,528.9,0.3,1.87,0.15,98.55,7.7,184.3,2.9,1019.6,1.6,1111.8,0.7,1204,1.6,0.000049152,4096,184.11,20.36,1.44282E+37,1.61153E+36,,Gaussian
B08187,20240330,60398.987433048,60398.984506857,529.1,0.5,1.18,0.15,84.76,6.58,150.2,2.7,991.5,1.5,1066.6,0.6,1141.7,1.5,0.000049152,4096,100.28,15.14,6.40473E+36,9.7366E+35,,Gaussian
B08188,20240330,60398.987455248,60398.984529058,527.9,0.2,1.54,0.08,132.91,10.42,214.1,3.7,1280,2,1387.1,0.9,1494.1,2,0.000049152,4096,204.99,19.51,1.86614E+37,1.80531E+36,,Gaussian
B08189,20240330,60398.987455467,60398.984529277,528.7,0.3,1.84,0.27,58.77,4.61,143,7.1,1358.7,3.9,1430.2,1.7,1501.7,3.9,0.000049152,4096,108.12,17.79,6.57448E+36,1.13019E+36,,Gaussian
B08190,20240330,60398.987456080,60398.984529890,528.7,0.3,1.92,0.22,64.06,5.02,228.5,6.9,1311.7,3.8,1426,1.6,1540.2,3.8,0.000049152,4096,123.07,16.83,1.19575E+37,1.67439E+36,,Gaussian
B08191,20240330,60398.987456519,60398.984530329,528.7,0.3,2.85,0.41,48.7,3.8,181.4,5.9,1326.7,3.3,1417.4,1.4,1508.1,3.3,0.000049152,4096,139.04,22.67,1.07246E+37,1.78326E+36,,Gaussian
B08192,20240330,60398.987456619,60398.984530429,528.7,0.3,1.71,0.25,48.12,3.76,212.1,9.1,1327.1,5,1433.2,2.1,1539.2,5,0.000049152,4096,82.31,13.46,7.42366E+36,1.25474E+36,,Gaussian
B08193,20240330,60398.987456748,60398.984530558,532,0.4,6.08,0.46,60.35,4.71,386.7,77.3,1112.7,54.7,1306.1,54.7,1499.5,54.7,0.000049152,4096,366.94,39.87,6.03362E+37,1.37275E+37,,Manual
B08194,20240330,60398.987457032,60398.984530842,528.3,0.1,0.99,0.06,168.71,13.17,218.8,4.6,1266.6,2.5,1376,1.1,1485.5,2.5,0.000049152,4096,166.19,16.51,1.54612E+37,1.57018E+36,,Gaussian
