,scan_name,scan_no,Telescope,Source_Name,Obs_Date_String,MJD_start_time,RA_J2000,RA_J2000_(deg),Dec_J2000,Dec_J2000_(deg),Tracking?,Azimuth_(deg),Zenith_Ang_(deg),Number_of_polns,Sample_time_(us),Central_freq_(MHz),Low_channel_(MHz),High_channel_(MHz),Channel_width_(MHz),Number_of_channels,Total_Bandwidth_(MHz),Beam,Beam_FWHM_(deg),Spectra_per_subint,Spectra_per_file,Time_per_subint_(sec),Time_per_file_(sec),bits_per_sample,bytes_per_spectra,samples_per_spectra,bytes_per_subint,samples_per_subint,zero_offset,Invert_the_band?,bytes_in_file_header,MJD_end_time,complete_filename
198,dwi_FRB20240114A_PV_Band_2025_01_08_16_39_31_199,no0001,dw,FRB20240114A,2025-01-08T15:39:32,60683.652453703704,21:27:40.9011,321.920421319528,04:19:47.8007,4.32994463658987,True,34.97938,53.55734,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60683.65939814815,FRB20240114A_PV_Band_2025_01_08_16_39_31.txt
63,dwi_FRB20240114A_L1_Band_2025_01_08_16_39_48_64,no0001,dw,FRB20240114A,2025-01-08T15:39:49,60683.65265046296,21:27:40.8028,321.920011508177,04:19:48.1004,4.33002787952038,True,35.06213,53.58194,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60683.659594906145,FRB20240114A_L1_Band_2025_01_08_16_39_48.txt
199,dwi_FRB20240114A_PV_Band_2025_01_08_16_49_32_200,no0001,dw,FRB20240114A,2025-01-08T15:49:33,60683.659409722226,21:27:40.8028,321.920011508177,04:19:48.1004,4.33002787952038,True,37.8724,54.45782,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60683.66635416667,FRB20240114A_PV_Band_2025_01_08_16_49_32.txt
64,dwi_FRB20240114A_L1_Band_2025_01_08_16_49_49_65,no0001,dw,FRB20240114A,2025-01-08T15:49:50,60683.65960648148,21:27:40.8028,321.920011508177,04:19:48.3001,4.33008337480739,True,37.95315,54.48418,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,396852,0.47616,78.7354368,32,1280,320,3072000,768000,0,False,327,60683.660517771255,FRB20240114A_L1_Band_2025_01_08_16_49_49.txt
65,dwi_FRB20240114A_L1_Band_2025_01_08_16_52_35_66,no0001,dw,FRB20240114A,2025-01-08T15:52:36,60683.661527777775,21:27:40.8028,321.920011508177,04:19:48.1004,4.33002787952038,True,38.74042,54.74403,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,384340,0.47616,76.253056,32,1280,320,3072000,768000,0,False,327,60683.66241033629,FRB20240114A_L1_Band_2025_01_08_16_52_35.txt
66,dwi_FRB20240114A_L1_Band_2025_01_08_16_54_18_67,no0001,dw,FRB20240114A,2025-01-08T15:54:19,60683.66271990741,21:27:40.9011,321.920421319528,04:19:48.0005,4.33000013187687,True,39.22643,54.90749,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60683.66966435059,FRB20240114A_L1_Band_2025_01_08_16_54_18.txt
200,dwi_FRB20240114A_PV_Band_2025_01_08_16_59_33_201,no0001,dw,FRB20240114A,2025-01-08T15:59:34,60683.66636574075,21:27:40.8028,321.920011508177,04:19:48.0005,4.33000013187687,True,40.70208,55.41804,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60683.67331018519,FRB20240114A_PV_Band_2025_01_08_16_59_33.txt
67,dwi_FRB20240114A_L1_Band_2025_01_08_17_04_19_68,no0001,dw,FRB20240114A,2025-01-08T16:04:20,60683.66967592592,21:27:40.8028,321.920011508177,04:19:47.9006,4.32997238423337,True,42.02641,55.89492,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,1119841,0.47616,222.1764544,32,1280,320,3072000,768000,0,False,327,60683.672247412665,FRB20240114A_L1_Band_2025_01_08_17_04_19.txt
68,dwi_FRB20240114A_L1_Band_2025_01_08_17_08_14_69,no0001,dw,FRB20240114A,2025-01-08T16:08:27,60683.672534722224,21:27:40.9011,321.920421319528,04:19:47.8007,4.32994463658987,True,43.10038,56.29461,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60683.67947916541,FRB20240114A_L1_Band_2025_01_08_17_08_14.txt
201,dwi_FRB20240114A_PV_Band_2025_01_08_17_09_34_202,no0001,dw,FRB20240114A,2025-01-08T16:09:35,60683.67332175926,21:27:40.8028,321.920011508177,04:19:48.2003,4.33005562716388,True,43.46891,56.43437,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60683.68026620371,FRB20240114A_PV_Band_2025_01_08_17_09_34.txt
69,dwi_FRB20240114A_L1_Band_2025_01_08_17_18_27_70,no0001,dw,FRB20240114A,2025-01-08T16:18:28,60683.679490740746,21:27:40.8028,321.920011508177,04:19:48.2003,4.33005562716388,True,45.8707,57.37971,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60683.68643518393,FRB20240114A_L1_Band_2025_01_08_17_18_27.txt
202,dwi_FRB20240114A_PV_Band_2025_01_08_17_19_35_203,no0001,dw,FRB20240114A,2025-01-08T16:19:36,60683.68027777778,21:27:40.8028,321.920011508177,04:19:48.1004,4.33002787952038,True,46.17351,57.50317,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60683.68722222222,FRB20240114A_PV_Band_2025_01_08_17_19_35.txt
70,dwi_FRB20240114A_L1_Band_2025_01_08_17_28_28_71,no0001,dw,FRB20240114A,2025-01-08T16:28:29,60683.68644675926,21:27:40.8028,321.920011508177,04:19:48.0005,4.33000013187687,True,48.52093,58.49217,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60683.69339120245,FRB20240114A_L1_Band_2025_01_08_17_28_28.txt
203,dwi_FRB20240114A_PV_Band_2025_01_08_17_29_36_204,no0001,dw,FRB20240114A,2025-01-08T16:29:37,60683.6872337963,21:27:40.8028,321.920011508177,04:19:47.9006,4.32997238423337,True,48.81707,58.62094,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60683.694178240745,FRB20240114A_PV_Band_2025_01_08_17_29_36.txt
71,dwi_FRB20240114A_L1_Band_2025_01_08_17_38_29_72,no0001,dw,FRB20240114A,2025-01-08T16:38:30,60683.693402777775,21:27:40.9011,321.920421319528,04:19:47.9006,4.32997238423337,True,51.11177,59.65038,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,340057,0.47616,67.4673088,32,1280,320,3072000,768000,0,False,327,60683.69418364941,FRB20240114A_L1_Band_2025_01_08_17_38_29.txt
204,dwi_FRB20240114A_PV_Band_2025_01_08_17_39_37_205,no0001,dw,FRB20240114A,2025-01-08T16:39:38,60683.69418981482,21:27:40.8028,321.920011508177,04:19:48.1004,4.33002787952038,True,51.40138,59.78423,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60683.70113425927,FRB20240114A_PV_Band_2025_01_08_17_39_37.txt
72,dwi_FRB20240114A_L1_Band_2025_01_08_17_40_53_73,no0001,dw,FRB20240114A,2025-01-08T16:40:54,60683.695069444446,21:27:40.8028,321.920011508177,04:19:48.0005,4.33000013187687,True,51.72404,59.93437,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,556595,0.47616,110.428448,32,1280,320,3072000,768000,0,False,327,60683.696347551486,FRB20240114A_L1_Band_2025_01_08_17_40_53.txt
73,dwi_FRB20240114A_L1_Band_2025_01_08_17_42_57_74,no0001,dw,FRB20240114A,2025-01-08T16:42:58,60683.696504629625,21:27:40.8028,321.920011508177,04:19:48.2003,4.33005562716388,True,52.24865,60.18079,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60683.70344907281,FRB20240114A_L1_Band_2025_01_08_17_42_57.txt
205,dwi_FRB20240114A_PV_Band_2025_01_08_17_49_38_206,no0001,dw,FRB20240114A,2025-01-08T16:49:39,60683.701145833336,21:27:40.8028,321.920011508177,04:19:48.2003,4.33005562716388,True,53.92851,60.98953,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60683.70809027778,FRB20240114A_PV_Band_2025_01_08_17_49_38.txt
74,dwi_FRB20240114A_L1_Band_2025_01_08_17_52_58_75,no0001,dw,FRB20240114A,2025-01-08T16:52:59,60683.70346064815,21:27:40.8028,321.920011508177,04:19:47.6993,4.32991646205954,True,54.75723,61.39967,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60683.71040509133,FRB20240114A_L1_Band_2025_01_08_17_52_58.txt
206,dwi_FRB20240114A_PV_Band_2025_01_08_17_59_39_207,no0001,dw,FRB20240114A,2025-01-08T16:59:40,60683.70810185185,21:27:40.8028,321.920011508177,04:19:48.1004,4.33002787952038,True,56.4003,62.23371,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60683.715046296296,FRB20240114A_PV_Band_2025_01_08_17_59_39.txt
75,dwi_FRB20240114A_L1_Band_2025_01_08_18_02_59_76,no0001,dw,FRB20240114A,2025-01-08T17:03:01.67638e-07,60683.71041666667,21:27:40.8028,321.920011508177,04:19:48.1004,4.33002787952038,True,57.21128,62.65585,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60683.717361109855,FRB20240114A_L1_Band_2025_01_08_18_02_59.txt
207,dwi_FRB20240114A_PV_Band_2025_01_08_18_09_40_208,no0001,dw,FRB20240114A,2025-01-08T17:09:41,60683.71505787037,21:27:40.9011,321.920421319528,04:19:47.9006,4.32997238423337,True,58.81999,63.51356,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60683.72200231482,FRB20240114A_PV_Band_2025_01_08_18_09_40.txt
76,dwi_FRB20240114A_L1_Band_2025_01_08_18_13_00_77,no0001,dw,FRB20240114A,2025-01-08T17:13:01,60683.71737268519,21:27:40.8028,321.920011508177,04:19:48.1004,4.33002787952038,True,59.61426,63.94688,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,1141505,0.47616,226.474592,32,1280,320,3072000,768000,0,False,327,60683.719993918894,FRB20240114A_L1_Band_2025_01_08_18_13_00.txt
77,dwi_FRB20240114A_L1_Band_2025_01_08_18_17_00_78,no0001,dw,FRB20240114A,2025-01-08T17:17:01,60683.72015046296,21:27:40.8028,321.920011508177,04:19:48.0005,4.33000013187687,True,60.56008,64.47146,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,525061,0.47616,104.1721024,32,1280,320,3072000,768000,0,False,327,60683.721356158596,FRB20240114A_L1_Band_2025_01_08_18_17_00.txt
208,dwi_FRB20240114A_PV_Band_2025_01_08_18_19_41_209,no0001,dw,FRB20240114A,2025-01-08T17:19:42,60683.722013888895,21:27:40.9011,321.920421319528,04:19:47.6993,4.32991646205954,True,61.19034,64.82608,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60683.72895833334,FRB20240114A_PV_Band_2025_01_08_18_19_41.txt
78,dwi_FRB20240114A_L1_Band_2025_01_08_18_19_56_79,no0001,dw,FRB20240114A,2025-01-08T17:19:57,60683.722187499996,21:27:40.9011,321.920421319528,04:19:47.6993,4.32991646205954,True,61.24866,64.85916,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,393203,0.47616,78.0114752,32,1280,320,3072000,768000,0,False,327,60683.72309041059,FRB20240114A_L1_Band_2025_01_08_18_19_56.txt
79,dwi_FRB20240114A_L1_Band_2025_01_08_18_21_27_80,no0001,dw,FRB20240114A,2025-01-08T17:21:28,60683.72324074074,21:27:40.8028,321.920011508177,04:19:48.1004,4.33002787952038,True,61.60342,65.06075,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60683.73018518393,FRB20240114A_L1_Band_2025_01_08_18_21_27.txt
209,dwi_FRB20240114A_PV_Band_2025_01_08_18_29_42_210,no0001,dw,FRB20240114A,2025-01-08T17:29:43,60683.72896990741,21:27:40.8028,321.920011508177,04:19:48.1004,4.33002787952038,True,63.51394,66.16825,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60683.735914351855,FRB20240114A_PV_Band_2025_01_08_18_29_42.txt
80,dwi_FRB20240114A_L1_Band_2025_01_08_18_31_28_81,no0001,dw,FRB20240114A,2025-01-08T17:31:29,60683.73019675926,21:27:40.8028,321.920011508177,04:19:47.9006,4.32997238423337,True,63.91931,66.40791,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60683.737141202444,FRB20240114A_L1_Band_2025_01_08_18_31_28.txt
210,dwi_FRB20240114A_PV_Band_2025_01_08_18_39_43_211,no0001,dw,FRB20240114A,2025-01-08T17:39:44,60683.735925925925,21:27:40.9011,321.920421319528,04:19:47.9006,4.32997238423337,True,65.79415,67.53738,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60683.74287037037,FRB20240114A_PV_Band_2025_01_08_18_39_43.txt
81,dwi_FRB20240114A_L1_Band_2025_01_08_18_41_29_82,no0001,dw,FRB20240114A,2025-01-08T17:41:30,60683.73715277778,21:27:40.8028,321.920011508177,04:19:48.1004,4.33002787952038,True,66.19195,67.78143,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60683.744097220966,FRB20240114A_L1_Band_2025_01_08_18_41_29.txt
211,dwi_FRB20240114A_PV_Band_2025_01_08_18_49_44_212,no0001,dw,FRB20240114A,2025-01-08T17:49:45,60683.74288194445,21:27:40.8028,321.920011508177,04:19:48.0005,4.33000013187687,True,68.03415,68.93072,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60683.74982638889,FRB20240114A_PV_Band_2025_01_08_18_49_44.txt
82,dwi_FRB20240114A_L1_Band_2025_01_08_18_51_41_83,no0001,dw,FRB20240114A,2025-01-08T17:51:42,60683.74423611111,21:27:40.8028,321.920011508177,04:19:48.1004,4.33002787952038,True,68.46606,69.20482,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,1193017,0.47616,236.6945728,32,1280,320,3072000,768000,0,False,327,60683.74697563163,FRB20240114A_L1_Band_2025_01_08_18_51_41.txt
212,dwi_FRB20240114A_PV_Band_2025_01_08_18_59_45_213,no0001,dw,FRB20240114A,2025-01-08T17:59:46,60683.74983796297,21:27:40.9011,321.920421319528,04:19:48.2003,4.33005562716388,True,70.23662,70.3456,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60683.756782407414,FRB20240114A_PV_Band_2025_01_08_18_59_45.txt
83,dwi_FRB20240114A_L1_Band_2025_01_08_19_01_02_84,no0001,dw,FRB20240114A,2025-01-08T18:01:03,60683.75072916667,21:27:40.9011,321.920421319528,04:19:47.9006,4.32997238423337,True,70.51628,70.52836,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60683.757673609856,FRB20240114A_L1_Band_2025_01_08_19_01_02.txt
213,dwi_FRB20240114A_PV_Band_2025_01_08_19_09_46_214,no0001,dw,FRB20240114A,2025-01-08T18:09:47,60683.75679398148,21:27:40.8028,321.920011508177,04:19:48.4999,4.33013887009439,True,72.40536,71.77966,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60683.76373842593,FRB20240114A_PV_Band_2025_01_08_19_09_46.txt
84,dwi_FRB20240114A_L1_Band_2025_01_08_19_11_03_85,no0001,dw,FRB20240114A,2025-01-08T18:11:04,60683.757685185185,21:27:40.8028,321.920011508177,04:19:48.3001,4.33008337480739,True,72.68096,71.96461,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60683.76462962837,FRB20240114A_L1_Band_2025_01_08_19_11_03.txt
214,dwi_FRB20240114A_PV_Band_2025_01_08_19_19_47_215,no0001,dw,FRB20240114A,2025-01-08T18:19:48,60683.76375,21:27:40.9011,321.920421319528,04:19:47.6993,4.32991646205954,True,74.54279,73.23023,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60683.77069444444,FRB20240114A_PV_Band_2025_01_08_19_19_47.txt
85,dwi_FRB20240114A_L1_Band_2025_01_08_19_21_04_86,no0001,dw,FRB20240114A,2025-01-08T18:21:05,60683.7646412037,21:27:40.9011,321.920421319528,04:19:48.2003,4.33005562716388,True,74.81463,73.41715,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,2639291,0.47616,523.6353344,32,1280,320,3072000,768000,0,False,327,60683.77070179785,FRB20240114A_L1_Band_2025_01_08_19_21_04.txt
215,dwi_FRB20240114A_PV_Band_2025_01_08_19_29_48_216,no0001,dw,FRB20240114A,2025-01-08T18:29:49,60683.77070601852,21:27:40.9011,321.920421319528,04:19:48.0005,4.33000013187687,True,76.65266,74.69505,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60683.777650462966,FRB20240114A_PV_Band_2025_01_08_19_29_48.txt
86,dwi_FRB20240114A_L1_Band_2025_01_08_19_30_01_87,no0001,dw,FRB20240114A,2025-01-08T18:30:02,60683.77085648148,21:27:40.9011,321.920421319528,04:19:48.3001,4.33008337480739,True,76.6982,74.72687,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60683.77780092467,FRB20240114A_L1_Band_2025_01_08_19_30_01.txt
216,dwi_FRB20240114A_PV_Band_2025_01_08_19_39_49_217,no0001,dw,FRB20240114A,2025-01-08T18:39:50,60683.77766203704,21:27:40.9011,321.920421319528,04:19:48.3001,4.33008337480739,True,78.73793,76.17154,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60683.78460648149,FRB20240114A_PV_Band_2025_01_08_19_39_49.txt
87,dwi_FRB20240114A_L1_Band_2025_01_08_19_40_02_88,no0001,dw,FRB20240114A,2025-01-08T18:40:03,60683.777812500004,21:27:40.9011,321.920421319528,04:19:48.7996,4.3302221130249,True,78.78305,76.20357,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,1185568,0.47616,235.2166912,32,1280,320,3072000,768000,0,False,327,60683.780534915415,FRB20240114A_L1_Band_2025_01_08_19_40_02.txt
88,dwi_FRB20240114A_L1_Band_2025_01_08_19_44_59_89,no0001,dw,FRB20240114A,2025-01-08T18:45:00,60683.78125,21:27:40.9011,321.920421319528,04:19:48.7996,4.3302221130249,True,79.80524,76.93697,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60683.78819444319,FRB20240114A_L1_Band_2025_01_08_19_44_59.txt
217,dwi_FRB20240114A_PV_Band_2025_01_08_19_49_50_218,no0001,dw,FRB20240114A,2025-01-08T18:49:51,60683.78461805556,21:27:40.9011,321.920421319528,04:19:48.8995,4.33024986066841,True,80.80167,77.65743,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60683.7915625,FRB20240114A_PV_Band_2025_01_08_19_49_50.txt
89,dwi_FRB20240114A_L1_Band_2025_01_08_19_55_00_90,no0001,dw,FRB20240114A,2025-01-08T18:55:01,60683.78820601852,21:27:40.9011,321.920421319528,04:19:48.8995,4.33024986066841,True,81.85887,78.42664,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60683.79515046171,FRB20240114A_L1_Band_2025_01_08_19_55_00.txt
218,dwi_FRB20240114A_PV_Band_2025_01_08_19_59_51_219,no0001,dw,FRB20240114A,2025-01-08T18:59:52,60683.79157407407,21:27:40.9011,321.920421319528,04:19:49.2007,4.33033353048574,True,82.84693,79.15004,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60683.79851851852,FRB20240114A_PV_Band_2025_01_08_19_59_51.txt
90,dwi_FRB20240114A_L1_Band_2025_01_08_20_05_01_91,no0001,dw,FRB20240114A,2025-01-08T19:05:02,60683.79516203704,21:27:40.9995,321.920831130878,04:19:49.5004,4.33041677341625,True,83.89568,79.9217,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,1181863,0.47616,234.4816192,32,1280,320,3072000,768000,0,False,327,60683.79787594466,FRB20240114A_L1_Band_2025_01_08_20_05_01.txt
91,dwi_FRB20240114A_L1_Band_2025_01_08_20_09_09_92,no0001,dw,FRB20240114A,2025-01-08T19:09:10,60683.79803240741,21:28:18.0989,322.075411972174,04:19:49.3006,4.33036127812924,True,84.60419,80.44493,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,493285,0.47616,97.867744,32,1280,320,3072000,768000,0,False,327,60683.799165135926,FRB20240114A_L1_Band_2025_01_08_20_09_09.txt
219,dwi_FRB20240114A_PV_Band_2025_01_08_20_09_52_220,no0001,dw,FRB20240114A,2025-01-08T19:09:53,60683.798530092594,21:29:01.1979,322.254991305831,04:19:48.3001,4.33008337480739,True,84.60419,80.44493,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,517606,0.4608,99.380352,32,640,160,1536000,384000,0,False,327,60683.79968032815,FRB20240114A_PV_Band_2025_01_08_20_09_52.txt
220,dwi_FRB20240114A_PV_Band_2025_01_09_12_57_45_221,no0001,dw,FRB20240114A,2025-01-09T11:57:52,60684.49851851852,21:27:40.8028,321.920011508177,04:19:48.4999,4.33013887009439,True,-34.51168,53.41922,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60684.50546296297,FRB20240114A_PV_Band_2025_01_09_12_57_45.txt
92,dwi_FRB20240114A_L1_Band_2025_01_09_12_57_45_93,no0001,dw,FRB20240114A,2025-01-09T11:57:56,60684.498564814814,21:27:40.8028,321.920011508177,04:19:48.2003,4.33005562716388,True,-34.49231,53.41355,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60684.505509258,FRB20240114A_L1_Band_2025_01_09_12_57_45.txt
221,dwi_FRB20240114A_PV_Band_2025_01_09_13_07_52_222,no0001,dw,FRB20240114A,2025-01-09T12:07:53,60684.50547453704,21:27:40.8028,321.920011508177,04:19:48.4000,4.33011112245089,True,-31.54736,52.59259,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60684.51241898149,FRB20240114A_PV_Band_2025_01_09_13_07_52.txt
93,dwi_FRB20240114A_L1_Band_2025_01_09_13_07_56_94,no0001,dw,FRB20240114A,2025-01-09T12:07:57,60684.505520833336,21:27:40.8028,321.920011508177,04:19:48.3001,4.33008337480739,True,-31.52688,52.58736,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60684.51246527652,FRB20240114A_L1_Band_2025_01_09_13_07_56.txt
222,dwi_FRB20240114A_PV_Band_2025_01_09_13_17_53_223,no0001,dw,FRB20240114A,2025-01-09T12:17:54,60684.51243055556,21:27:40.9011,321.920421319528,04:19:48.2003,4.33005562716388,True,-28.52191,51.83354,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,635572,0.4608,122.029824,32,640,160,1536000,384000,0,False,327,60684.513842937784,FRB20240114A_PV_Band_2025_01_09_13_17_53.txt
94,dwi_FRB20240114A_L1_Band_2025_01_09_13_17_57_95,no0001,dw,FRB20240114A,2025-01-09T12:17:58,60684.51247685185,21:27:40.8028,321.920011508177,04:19:48.1004,4.33002787952038,True,-28.50162,51.8287,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,594939,0.47616,118.0358976,32,1280,320,3072000,768000,0,False,327,60684.51384300807,FRB20240114A_L1_Band_2025_01_09_13_17_57.txt
223,dwi_FRB20240114A_PV_Band_2025_01_09_14_11_42_224,no0001,dw,FRB20240114A,2025-01-09T13:11:48,60684.54986111111,21:27:40.8028,321.920011508177,04:19:48.2003,4.33005562716388,True,-11.35606,49.04597,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60684.556805555556,FRB20240114A_PV_Band_2025_01_09_14_11_42.txt
